cleaned_text,label,intensity
\ngrasp cobalt woman 's ; fairly easily . fair cheeks would ignite fiery hue . warm ..,anger,0.438
directtv best . apparently sit silent anger . 'do n't press say anything ',anger,0.417
believe women fiery month go struggle struggle develops strong character .,anger,0.417
lowkey forgot twitter n't follow back im gon na,anger,0.417
"im also definitely still bitter yellow ranger asian , asian representation hollywood essentially shrug anyway",anger,0.417
miss fact # burkeramsey swung & amp ; hit sister # jonbenet face golf club previously fit ?,anger,0.417
oh dear watch woman pout well,anger,0.442
life tip . know unresolved # anger likely cause problems several areas life . must recognize & amp ; properly deal .,anger,0.417
"'ll like burning rap albums ; 'll buy first , gosh darn , get rid .",anger,0.417
unleashing god 's wrath cain,anger,0.417
little prick sting .......... come tennessee get,anger,0.417
dis dat nigga fume right ?,anger,0.417
projection perception . see someone else ? also level within . # anger # worry,anger,0.417
"hey , jayme ! your👂👂 burning cuz talking ? 😁 going tomorrow ?",anger,0.417
"one favorite songs brother , real talk . # rage",anger,0.417
controlling # anger sign # righteous people promised # paradise # quran surah al imran verses - # reward # gooddeed,anger,0.417
gave kendrick lamar eat barbecue .,anger,0.417
playing antichrist wo n't play hustle 's outrage,anger,0.417
blame broken madden year,anger,0.417
"offense way makes sense work magazine . otherwise , apologizing",anger,0.417
nahhhhhh snap story got bussing 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,anger,0.417
"frown , let 's distraught 'gardevoir ' saying wishes trainer",anger,0.417
let 's rage,anger,0.417
could get line block ! # germantownbroncos # lilleague # popwarner # broncos # usafootball # lineman,anger,0.417
"arms ( focused rage ) overpowered , getting nerfed . 'll still stronger fury though",anger,0.468
"pretty average , klitschko fury k joshua white k",anger,0.417
"'re still using offense , middle x & amp ; punt .",anger,0.417
lol . love aggravate juan . keep good work . lol,anger,0.242
tonight . legit ca n't wait rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,anger,0.417
"seeing # ripshawtylo got thinking bout rappers thought dying , burst tears ... smh",anger,0.417
"looks especially lovely . sadly , * removes potentially indignant mr convo *",anger,0.417
momma irritate asking questions like gone 😤,anger,0.417
bubble officially burst . boys beat trophy glory # wptmain # bye,anger,0.29
"haha .... actually , doggies 'm barracking anyone gws !",anger,0.417
"-trouble , ' feigned anger gave look told behave . knew would n't though , one -",anger,0.417
fans insult,anger,0.417
offend u,anger,0.417
np rum rage,anger,0.417
bloke train 's obviously trying provoke west ham fans loudly slagging stadium mate phone,anger,0.434
# welfarereform 'model ' .,anger,0.417
agree offense ass second half td score first drive,anger,0.417
"r.i.p paul , furious ca n't wait",anger,0.254
"trumpism likewise rests bed racial resentment made knowingly intentionally , long trump got politics .",anger,0.417
"let general tweet offend , definitely n't twitter .",anger,0.417
"lives order complete amazing life journey successfully , . # bitter",anger,0.417
yep . lol # bitter,anger,0.417
straight people canoodling quad 'm,anger,0.417
remember guy got # angry kept saying gary sanchez best baseball player world ... lmao,anger,0.417
"'s kali 's kitten ? [ asked , frown curling fair skinned forehead showed scar ] cat - ( )",anger,0.417
like every color looks # triggered # colorblind,anger,0.396
husband found rabid hockey fans like waited line window stickers sj nhl/ahl hockey .,anger,0.396
"also , best assets offense rb 's wr 's ( longterm ) . offense utilize .",anger,0.396
— low growl escaping . oh oh .,anger,0.396
papercuts sting stub ur toe last like secs,anger,0.396
've wanting salty fries mcdonald 's since yesterday 'm burning fingers eating bc shits 🔥🔥🔥,anger,0.396
love megan raging kendall jenner photo 'm sat like 🤔🙃,anger,0.396
cam still rattled backlash received made black qb comment suffered wrath white america .,anger,0.396
offended lies alexandria goddard n't mean 'm deric 's friend anything else . purely fishin expedition .,anger,0.427
"y'all really insult coz soccer ? ? ? lmao , wow ! ! ! ! ! !",anger,0.396
terrible thing see vision-\n\nhelen keller-\n\n-begin end mind-\n\nstephen covey-\n\n # whereareugoing,anger,0.396
# bitter . nicole cory evicted .,anger,0.396
offend ? 🙄😭😂,anger,0.396
terrible thing see vision-\n\nhelen keller-\n\n-begin end mind-\n\nstephen covey-\n\n # whereareugoing # relentless,anger,0.396
"bitter battle , sweeter victory ...",anger,0.396
resent biting tongue .,anger,0.396
ca n't fight elephants wrestled pigs . # quoteoftheday,anger,0.396
people often grudge others enjoy .,anger,0.396
sorry burst bubble never illusion 🙈😂😂,anger,0.396
"well , archie . offense 's kinda old .",anger,0.396
scored madden vita $ au today . bloke n't know . 'd happily paid $ 🤑 ever bargain ! # bargain # vit,anger,0.396
fret scuffs . ’ take scuffs ( which…come ) phone use wet handed drop toilet day .,anger,0.396
"ydu yell 'fire ' crowded theater burst flames . 's cool trick , bu : .",anger,0.396
congress acting indignant # epipen pricing quite disingenuous since craft laws allow gouging ! !,anger,0.396
"yeah , actually supports tweeted thread initially . article 's righteous indignation .",anger,0.396
live event brock vs orton saturday wwe network ? needs ! : ) # wwe # revenge,anger,0.396
even forget pick ur fave child school,anger,0.396
"grateful hungry people life ! hungry learn , change , grow , help , etc - sure anybody better !",anger,0.396
eh well sting vs cactus loser leaves wcw match bash beach lol,anger,0.396
dip boiling water,anger,0.396
rage rage ep coming soon 'll keep posted # youtube # youtubegaming,anger,0.422
"anger rises , think consequences . # quote # wisdom # anger",anger,0.433
new madden kicking 🚮,anger,0.396
going say rooney shadow former self n't want offend shadows . # ntfcvmufc,anger,0.396
burst crying alone u realize one truly knows unhappy really n't want anyone know,anger,0.396
schneiderlin taking revenge fouls,anger,0.396
dude new madden ? haha,anger,0.231
angry glass vodka,anger,0.375
one month til someone 's bday think 's time flaunt got something pretty awesome # revenge,anger,0.435
"strong , independant practical . stop living world fantasy . snap . faster u get used reality , better",anger,0.255
time wounds heels.\n\n # drunkjesus # rt # lol # wisdom # quote # comedy # self # revenge # hate # time # funny # politics # trump # potus,anger,0.375
turn grumpy frown upside-down\n\nyou something next impossible today,anger,0.375
know cyran still n't done makeup based jeongguk 's tiddy like suggested 'm,anger,0.375
important thing # bestrong hold # anger # thoughts,anger,0.375
got ta wonder caller max listens show first place incense,anger,0.375
believe 'm gon na start singing snap stories tractor . switch little bit .,anger,0.375
testing current earth burst team,anger,0.375
"luck rest fall goes anything like today , think 'm going like season . # bestdayever # magic # work",anger,0.375
"also ppl love whole damn lot ; erica , joanna , tiff , sirli , harley , anja , ( rest gc bc ran chara ! )",anger,0.375
"hurts much eat , read somewhere marshmallows good bc soft n't irritate",anger,0.375
"“ fret cool ! humans follow , become instantly cool ! ” # bot",anger,0.375
"snap , seems problem",anger,0.375
# burning last,anger,0.356
ca n't wait ninja turtle costume raging osu halloween 😈,anger,0.375
"even jumped hoop , takes one irate netizen decide playing 'the rules ' n't enough .",anger,0.375
best revenge massive success . –frank sinatra,anger,0.375
"despite sharing o'neill 's article , saddens gazza case seems fury sentence remark",anger,0.375
need stop second guess go first thought go . # relentless,anger,0.425
worship feet\nwhere wrath mercy meet\nand guilty world washed\nby love 's pure stream\n—graham kendrick,anger,0.375
"dear future big brother players , chase dick season win , dollars sti # bb",anger,0.37
"“ slow anger better mighty , rules spirit takes city. ” \np : # bibleverse # pride # anger",anger,0.314
"holding grudge someone stop blessings god , learn forgive & amp ; forget 🙏🏾",anger,0.375
candice constantly pout # gbbo 💄😒,anger,0.375
"haters taught hate shown love . good quote goes comment tiff , treat",anger,0.375
hell fury like woman scorned -- william congreve,anger,0.375
least rd time balls burst games,anger,0.375
😂😂 oh zombie rage 😂,anger,0.375
prayers & amp ; protection brothers sisters fighting # charlotte # rage # # machines,anger,0.375
lol'ed . privileged exasperation bottled sold .,anger,0.375
finally made # fury # warrior guide . let know thoughts,anger,0.375
: ) ) im writing abt changing face sex industry tr : ) ) ) men talk !,anger,0.375
gon na kind community raids wrath machine drops ?,anger,0.375
"nurse practitioner : 'you look pretty bad . offense course . ' \n\nthank , really added spark positivity needed today .",anger,0.444
turn frown upside buddy 🙃 .,anger,0.375
"* could sense anger stirring within took hand . * long stay together , 'll safe. --",anger,0.375
apparently 's supposed scottish accent ? ? ? 'm,anger,0.375
"'s jogging bit stay beside , puffing cheeks huff time . 'oh -- jeez jasper , n't —",anger,0.375
"yes , think held grudge ...",anger,0.375
ca n't guess holding grudge best ',anger,0.425
. solution . assumptions media articles every venue causes animosity conversation .,anger,0.354
everyone wigan biggest club,anger,0.354
"anyway , found short scale today perfect purposes . soft hands , wo n't aggravate ( now-chronic ) tendonitis",anger,0.354
gameday vs buford today : home ! ! ! ! ! ! ! ! ! never excited # revenge,anger,0.354
tonight 's # dragrace # allstars episode gave life ! yaassss queens ! # teamalaska # teamkatya # revenge # bwahaha,anger,0.2
exactly saying fb ..,anger,0.354
wasp sting itchy,anger,0.356
"-- haired man strides close watches major flinches away , reaction draws growl throat . -- ( )",anger,0.322
srry feelings offend u 🤗,anger,0.354
sorry burst bubble n't century anymore . welcome st century .,anger,0.354
ca n't even right # bb,anger,0.354
asian tiger # mosquitoes relentless . aggressive kind dealt w/as kid .,anger,0.354
sometimes best motivations come 'proving wrong ' # energy # relentless # motivationalquotes,anger,0.354
would n't bring . 's touchy subject . people get way offended days,anger,0.328
"lost fury , fearing 'll fail ?",anger,0.354
need 🍱sushi date🍙 🍝an olive guarded date🧀 👊🏼rockys date🍕 # tiff,anger,0.354
